,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,254,255,255,242,113,34,2,54,111,147,115,45,0,0,0,0,0,0,0,0,0,0,0,52,255,255,255,250,93,6,126,219,217,255,254,255,211,134,231,255,254,254,254,255,255,255,255,252,247,250,255,129,10,4,36,226,109,77,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,56,60,50,201,169,109,142,166,240,255
11,254,254,254,255,255,204,130,193,255,255,255,240,120,4,0,0,0,0,0,0,0,0,0,9,124,205,255,255,149,0,7,26,55,248,255,254,255,255,255,254,254,254,254,254,254,254,254,255,118,186,255,231,162,79,109,241,104,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,90,231,255,254,248,166,22,188,255,255,255,254
12,254,253,250,238,226,225,255,255,254,254,254,255,247,132,5,0,0,0,0,0,0,0,0,0,0,8,62,210,75,0,0,0,0,72,215,255,254,254,254,254,254,254,254,254,254,254,255,153,116,90,244,242,115,115,141,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,160,229,255,255,255,59,71,240,252,254,254,254
13,245,244,246,245,254,255,255,254,254,254,254,254,254,247,108,4,0,0,0,0,0,0,0,0,0,0,0,81,26,0,0,13,15,34,156,255,254,254,254,254,254,254,254,254,254,254,254,158,170,59,149,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,113,247,255,254,174,232,255,254,254,254,248
14,254,255,255,255,254,254,254,254,254,254,254,254,254,255,231,94,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,82,202,195,82,221,255,254,254,254,254,254,254,254,254,254,254,255,227,127,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,163,239,255,251,254,255,254,254,254,254,254
15,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,144,224,226,235,254,254,254,254,254,254,254,254,254,254,254,255,255,143,0,0,0,41,10,0,0,0,100,99,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,176,211,246,249,254,255,254,254,254,254,254,254
16,254,254,254,254,254,254,254,254,254,254,254,254,254,253,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,218,224,254,255,255,254,254,254,254,254,254,254,254,254,254,255,182,107,84,21,139,160,97,138,23,0,39,248,227,228,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,162,248,125,214,254,254,254,254,254,254,254,254,254
17,254,254,254,254,254,254,254,254,254,254,254,254,253,253,255,141,0,0,0,0,0,0,0,0,0,0,0,0,4,114,240,255,255,254,254,254,254,254,254,254,254,251,251,254,254,254,255,128,0,0,184,255,219,209,159,120,82,101,64,21,68,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,97,53,66,250,255,227,185,255,254,254,254,254,254,254,254,254,254
18,254,254,254,254,254,254,254,254,254,253,254,253,253,253,255,226,22,0,0,0,0,0,0,0,0,0,0,0,29,238,255,254,254,254,254,254,254,254,254,254,254,252,247,253,254,254,255,167,53,111,215,190,177,213,218,224,179,151,36,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,172,219,85,250,240,107,192,255,253,254,254,253,254,253,254,253,254
19,254,254,254,254,254,254,254,254,254,254,254,253,253,253,253,255,155,17,0,0,0,0,0,0,0,0,0,1,119,255,254,254,254,254,254,254,254,254,254,254,254,254,255,254,254,254,254,246,105,79,10,0,20,231,255,255,245,254,253,206,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,251,155,171,113,134,243,254,253,253,253,253,253,253,253,253,254
20,254,254,254,254,254,254,254,254,254,254,254,253,253,253,253,253,255,148,34,0,0,0,0,0,0,11,0,103,255,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,113,0,0,0,0,3,47,165,164,93,177,188,125,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,253,248,170,242,255,254,253,253,253,253,253,253,253,253,253,253
21,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,254,237,124,15,0,0,2,109,167,209,179,135,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,217,36,0,0,0,0,0,0,0,7,0,0,3,40,1,0,0,115,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,252,254,252,255,253,253,253,253,253,253,253,253,253,253,253,253
22,253,253,250,253,253,253,253,253,253,253,253,253,253,253,253,253,253,255,190,127,2,0,21,240,255,255,255,166,238,254,253,253,253,253,254,254,254,254,254,254,254,254,254,254,255,242,40,0,0,0,0,0,0,0,0,0,0,0,0,115,53,0,0,42,203,138,70,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,253,250,253,253,253,253,253,253,253,253,253,253,253,253,253,253
23,253,253,253,253,253,253,254,254,253,253,253,253,253,253,253,253,253,254,248,227,105,0,48,253,255,253,241,200,220,255,255,254,253,253,253,254,254,254,254,254,254,254,254,254,255,151,0,0,0,0,0,0,0,0,0,0,0,0,0,41,153,0,0,0,48,49,181,252,216,39,1,0,0,0,5,13,0,0,0,0,5,37,140,186,248,254,253,253,253,253,253,253,253,253,253,253,253,253,253,253
24,253,253,253,253,253,253,231,248,254,253,253,253,253,253,253,253,253,253,254,255,194,0,12,223,218,110,247,226,159,197,209,250,253,253,253,253,253,253,254,253,253,254,254,254,255,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,50,0,0,0,0,181,255,255,208,43,0,0,22,192,179,6,0,0,89,157,235,255,255,254,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253
25,253,253,253,253,253,253,247,251,253,253,253,253,253,253,253,253,253,253,253,253,251,159,34,50,34,114,254,255,234,215,195,233,251,252,253,253,253,253,253,253,253,253,253,251,255,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,179,1,0,15,138,255,253,253,255,80,0,22,196,255,255,79,5,0,103,228,255,255,171,235,254,253,253,253,253,253,253,253,253,253,253,253,253,253,253
26,253,253,253,253,253,253,254,253,253,253,253,253,253,253,253,253,253,253,253,253,253,255,238,205,90,36,86,251,255,255,255,255,250,248,254,253,253,253,253,253,253,253,253,252,254,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,140,24,79,203,255,253,253,253,255,151,0,165,255,253,253,233,63,0,0,191,255,255,157,234,255,253,253,253,253,250,253,253,253,253,253,253,253,253,253
27,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,255,255,255,188,75,255,255,197,176,238,243,255,253,253,253,253,253,253,253,253,253,253,255,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,169,191,227,248,253,253,253,255,221,10,197,255,253,244,252,169,113,3,178,255,253,203,164,252,253,253,253,253,253,253,253,253,252,251,247,253,253,253
28,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,252,253,253,253,253,254,255,175,176,163,14,0,31,46,199,255,255,253,253,253,253,253,253,253,253,254,249,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,220,255,253,253,253,254,253,122,177,254,253,252,254,179,241,183,251,254,250,238,127,221,255,252,253,253,253,253,251,252,253,253,246,253,253,253
29,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,252,252,253,255,236,112,0,0,0,0,30,164,231,254,253,253,253,253,253,253,253,253,255,213,43,23,34,109,59,0,0,0,0,0,0,0,0,0,0,0,93,255,253,253,253,253,252,249,251,178,252,253,251,229,180,164,255,255,251,159,232,174,228,254,250,253,253,253,253,252,252,253,253,252,253,253,253
30,253,253,253,253,253,253,252,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,254,253,253,255,116,0,0,0,0,0,0,67,254,255,253,253,253,253,253,253,253,253,255,233,231,242,255,233,135,0,0,0,0,0,0,0,0,0,24,214,255,253,253,253,253,252,246,254,255,252,252,255,203,118,107,245,244,112,48,243,252,242,255,254,253,253,253,253,253,253,253,253,253,253,253,253
31,253,253,253,253,253,253,251,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,247,251,255,208,19,0,0,0,0,0,0,15,197,255,255,255,253,253,253,253,253,253,253,255,255,255,253,255,163,0,0,0,0,0,0,0,0,15,196,255,253,253,253,253,253,253,251,253,253,252,253,253,255,127,70,251,110,0,67,215,207,227,228,252,255,255,254,253,253,253,253,253,253,252,248,253
32,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,248,250,255,161,0,0,0,0,0,0,0,1,15,98,182,248,255,253,253,253,253,253,253,253,253,253,253,255,176,3,0,0,0,0,0,0,0,148,255,253,253,253,253,253,253,253,253,253,253,253,253,253,255,220,34,178,157,26,143,120,208,218,151,130,118,203,253,252,249,254,253,253,253,253,251,253
33,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,254,253,255,138,0,0,0,0,0,0,0,0,0,0,0,80,228,254,253,253,253,253,253,253,253,253,253,254,253,78,0,0,0,0,0,0,33,242,255,253,253,250,253,253,253,253,253,253,253,253,253,253,253,255,171,145,236,228,240,181,239,240,232,176,36,1,129,224,217,246,255,253,253,253,253,253
34,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,255,221,21,0,0,0,0,0,0,0,0,0,0,0,175,255,253,253,253,253,253,253,253,253,253,253,255,157,0,0,0,0,0,0,30,241,255,254,253,253,253,253,253,253,253,253,253,253,253,253,253,253,255,204,141,172,221,228,217,246,255,255,152,47,89,193,248,233,237,253,253,253,253,253
35,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,254,255,102,0,0,0,0,0,0,0,0,0,0,53,240,254,253,253,254,254,254,254,254,254,254,253,255,200,3,0,0,0,0,0,5,197,255,255,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,255,255,250,240,233,220,253,221,229,252,212,244,199,247,254,240,249,251,253,253,253
36,253,251,248,253,253,253,253,253,253,252,253,253,253,253,253,253,253,253,253,253,253,254,254,254,254,254,254,255,196,0,0,0,0,0,0,0,0,0,2,185,255,254,254,254,254,254,254,254,254,254,254,254,255,149,1,0,0,0,0,0,0,174,255,155,236,255,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,254,254,255,247,199,48,68,255,134,230,255,253,253,252,253,250,253,253,255
37,251,253,252,253,253,253,253,253,253,234,246,253,253,253,253,253,253,253,253,254,254,254,254,254,254,254,254,254,252,147,17,0,0,0,0,0,0,0,3,213,255,254,254,254,254,254,254,254,254,254,254,254,255,83,0,0,0,0,0,0,34,222,147,42,243,255,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,255,255,103,5,0,24,167,58,143,255,253,253,253,254,232,252,253,231
38,252,250,253,253,253,253,253,253,253,253,250,253,253,253,253,253,254,254,254,254,254,254,254,254,254,254,254,254,255,255,124,0,0,0,0,0,0,0,28,240,255,254,254,254,254,254,254,254,254,254,254,254,255,127,0,0,0,0,0,38,222,255,67,84,255,250,252,253,253,253,253,253,253,253,253,253,253,253,253,253,253,255,245,154,0,0,0,0,0,1,59,237,254,253,253,250,248,251,253,236
39,253,252,253,253,253,253,254,254,253,254,253,253,253,253,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,134,0,0,0,0,0,0,17,131,255,254,254,254,254,254,254,254,254,254,254,254,254,255,220,11,0,0,0,0,52,255,246,28,150,255,246,252,253,253,253,253,253,253,253,253,253,253,253,253,253,254,208,45,0,0,0,0,0,0,0,0,105,255,254,254,241,238,254,253,255
40,253,253,253,253,253,253,254,254,254,254,254,253,253,253,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,108,0,0,0,0,0,60,220,255,254,254,254,254,254,254,254,254,254,254,254,254,254,255,250,38,0,0,0,0,118,253,252,117,220,254,254,253,253,253,253,253,253,253,253,254,254,253,254,254,254,255,143,0,0,0,0,0,0,0,0,0,3,170,255,254,254,254,253,253,253
41,253,253,253,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,80,0,0,0,0,0,147,255,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,98,0,0,0,14,231,255,253,255,255,253,253,253,253,253,253,253,254,254,254,254,254,254,254,254,254,255,182,0,0,0,0,0,0,0,0,0,0,86,255,254,254,254,254,254,254
42,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,252,50,0,0,0,0,28,227,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,211,6,0,0,127,255,253,253,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,235,22,0,0,18,35,0,0,0,0,0,117,255,254,254,254,254,254,254
43,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,248,39,0,0,8,25,171,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,251,70,58,122,249,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,246,47,58,132,227,244,120,31,0,0,9,206,255,254,254,254,253,253,255
44,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,194,4,0,0,3,193,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,246,255,255,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,252,224,253,255,255,255,252,166,0,0,72,255,254,254,254,254,251,205,242
45,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,154,0,0,38,158,246,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,255,254,254,254,255,252,177,166,223,255,254,254,254,254,255,131,164
46,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,160,0,14,195,255,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,255,143,217,255,254,254,254,255,169,164,246
47,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,132,0,89,253,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,234,249,254,254,254,255,156,104,247,255
48,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,248,53,0,135,255,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,253,249,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,255,254,254,254,254,216,238,255,254
49,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,245,39,19,223,254,238,252,254,254,254,254,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,252,245,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,255,254,254
50,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,148,47,208,253,239,252,254,254,254,254,247,252,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,251,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254
51,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,205,209,253,255,254,254,254,254,254,249,252,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254
52,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,255,255,255,254,254,254,254,254,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254
53,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,255,243,239,253,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,255,254,254,254,254,254,254,254,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,254,254,254,254,254,254,254,254,254,254
54,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,251,146,151,238,255,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,255,254,255,255,255,244,247,255,255,255,255,255,255,255,254,250,255,215,177,214,250,254,239,255,255,254,255,244,227,255,255,255,255,255,255,254,254,254,254,254,254
55,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,255,255,255,253,253,254,254,255,255,243,108,0,199,255,254,254,254,254,254,254,254,254,254,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,243,255,224,162,121,36,44,130,149,167,208,255,242,150,56,49,69,31,0,8,47,57,29,70,80,53,66,37,25,60,86,140,203,226,247,255,255,255,255,254,254
56,254,254,254,254,254,254,254,254,254,254,254,255,255,255,255,255,255,255,255,255,255,249,251,255,255,255,255,255,253,143,49,12,11,214,255,254,254,254,254,254,254,254,254,255,255,255,237,175,160,127,120,125,121,104,84,106,135,118,60,35,76,22,0,0,0,0,0,0,0,7,62,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,40,100,156,182,241,254,254
57,255,255,255,255,255,255,255,255,255,255,255,255,246,232,198,188,198,206,216,203,241,133,44,56,72,104,163,166,91,64,0,0,0,180,255,255,255,255,255,255,255,255,255,227,158,79,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,205,255,255
58,225,225,225,225,225,225,225,225,180,116,101,61,36,20,2,0,0,3,7,20,43,31,0,0,0,0,0,0,0,0,0,0,1,71,140,199,225,225,225,225,225,215,139,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,221,227,225,225
59,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,16,16,16,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,16,16,16
